,panelist_id,home_state,home_state_county,city_name,postal_code,dfrw_cap_mean,gender,age,edu_level,ethnicity,is_hispanic,occupational_status,hh_income,hh_income_mid,hh_size
271,EMBUSA-2071358,NY,"('NY', 'Onondaga')",East Syracuse,13057,9182.529410714822,MALE,44.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,5
272,EMBUSA-2071802,TX,"('TX', 'Dallas')",Grand Prairie,75052,2800.8152106504153,MALE,40.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,2
273,EMBUSA-2071868,OH,"('OH', 'Clermont')",Cincinnati,45249,18846.63,MALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,2
274,EMBUSA-2072183,WI,"('WI', 'Milwaukee')",Milwaukee,53208,20926.771528656132,MALE,37.0,High School,Other race,Decline to answer,Full-time work,"$50,000 - $79,999 USD",65000,6
275,EMBUSA-2074167,OK,"('OK', 'Tulsa')",Tulsa,74133,3796.9051339247694,FEMALE,44.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
276,EMBUSA-2075799,AZ,"('AZ', 'Maricopa')",Prescott,86305,13452.76629079573,FEMALE,40.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
277,EMBUSA-2078693,TX,"('TX', 'Williamson')",Austin,78758,11240.492999999997,FEMALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
278,EMBUSA-2080862,TX,"('TX', 'Dallas')",Irving,75063,8674.213277300612,MALE,51.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,1
279,EMBUSA-2081760,TX,"('TX', 'Tarrant')",Austin,78753,15971.372391026314,MALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
280,EMBUSA-2087643,MA,"('MA', 'Middlesex')",Malden,02148,2641.300334260563,MALE,43.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
281,EMBUSA-2088375,FL,"('FL', 'Sarasota')",North Port,34286,25022.910813632443,MALE,42.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
282,EMBUSA-2088768,TX,"('TX', 'Harris')",Tomball,77375,5270.703999999998,FEMALE,51.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,7
283,EMBUSA-2091578,NE,"('NE', 'Lincoln')",North Platte,69101,5396.13873413231,FEMALE,26.0,Compulsory school,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
284,EMBUSA-2092704,TN,"('TN', 'Hamilton')",Chattanooga,37421,3443.729838498556,FEMALE,45.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
285,EMBUSA-2093266,MI,"('MI', 'Monroe')",Maybee,48159,24704.443000000003,FEMALE,55.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
286,EMBUSA-2095025,NC,"('NC', 'Mecklenburg')",Charlotte,28262,11036.476119915338,FEMALE,29.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,7
287,EMBUSA-2095147,FL,"('FL', 'Clay')",Orange Park,32073,10748.375181984828,FEMALE,35.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,6
288,EMBUSA-2096280,UT,"('UT', 'Davis')",Clearfield,84015,4504.761658803192,MALE,28.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
289,EMBUSA-2097447,MD,"('MD', 'Frederick')",Mount Airy,21771,15857.342588105728,MALE,36.0,Postgraduate Education,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
290,EMBUSA-2098157,MI,"('MI', 'Wayne')",Detroit,48238,7308.046491738635,MALE,67.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
291,EMBUSA-2098672,GA,"('GA', 'Clayton')",Kennesaw,30144,12760.009386363636,FEMALE,23.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
292,EMBUSA-2098832,TX,"('TX', 'Bexar')",San Antonio,78223,2344.462,MALE,33.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,2
293,EMBUSA-2100138,KS,"('KS', 'Montgomery')",Bartlesville,74006,9815.852933569231,FEMALE,47.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
294,EMBUSA-2106806,NJ,"('NJ', 'Cumberland')",Vineland,08360,4366.260121025907,FEMALE,47.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
295,EMBUSA-2107064,MN,"('MN', 'Ramsey')",Saint Paul,55130,23325.238407821944,MALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
296,EMBUSA-2107101,MA,"('MA', 'Middlesex')",Medford,02155,3270.7023202319424,MALE,38.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
297,EMBUSA-2107423,TX,"('TX', 'Harris')",Pasadena,77504,8076.994030553116,FEMALE,42.0,Postgraduate Education,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
298,EMBUSA-2108517,TX,"('TX', 'Dallas')",Dallas,75211,21482.542183420675,MALE,33.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
299,EMBUSA-2110733,ID,"('ID', 'Canyon')",Auburn,98002,70366.5132662162,MALE,34.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
300,EMBUSA-2111586,AL,"('AL', 'Elmore')",Tallassee,36078,28098.775809808612,FEMALE,42.0,High School,Other race,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
301,EMBUSA-2113255,WI,"('WI', 'Outagamie')",Appleton,54911,5911.454218839942,MALE,40.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
302,EMBUSA-2117090,IL,"('IL', 'Will')",Joliet,60432,5963.307,FEMALE,27.0,Postgraduate Education,Black or African American,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,9
303,EMBUSA-2117630,TX,"('TX', 'Montgomery')",Houston,77073,15011.131303684879,MALE,42.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,6
304,EMBUSA-2120165,MI,"('MI', 'Ottawa')",Spring Lake,49456,20036.16799059561,FEMALE,50.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
305,EMBUSA-2120290,UT,"('UT', 'Davis')",Bountiful,84010,5562.46405747416,FEMALE,28.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
306,EMBUSA-2120456,WI,"('WI', 'Jefferson')",Watertown,53094,993.2526257330059,FEMALE,60.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
307,EMBUSA-2123868,WI,"('WI', 'Dane')",Lake Zurich,60047,21442.720000000005,FEMALE,57.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
308,EMBUSA-2124059,FL,"('FL', 'Lake')",Clermont,34711,24430.092406743945,MALE,47.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
309,EMBUSA-2124945,MN,"('MN', 'Steele')",Owatonna,55060,11987.436576106602,FEMALE,36.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
310,EMBUSA-2126569,OH,"('OH', 'Portage')",,,20884.206600777703,MALE,67.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
311,EMBUSA-2127390,OK,"('OK', 'Oklahoma')",Norman,73072,25753.739999999998,FEMALE,61.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
312,EMBUSA-2127654,TX,"('TX', 'Travis')",Austin,78729,5556.567427029077,MALE,33.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,1
313,EMBUSA-2127831,CA,"('CA', 'Sonoma')",Santa Rosa,95407,19729.718460077842,MALE,31.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
314,EMBUSA-2128864,IA,"('IA', 'Sioux')",Sioux Center,51250,3811.1611,MALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$150,000 - $199,999 USD",175000,5
315,EMBUSA-2129486,IA,"('IA', 'Floyd')",Stillwater,74075,2002.1930867494357,MALE,33.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
316,EMBUSA-2130757,IN,"('IN', 'Allen')",Fort Wayne,46835,8824.829469481483,FEMALE,46.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
317,EMBUSA-2132435,MI,"('MI', 'Branch')",Coldwater,49036,14668.72054647059,FEMALE,53.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
318,EMBUSA-2133205,PA,"('PA', 'Allegheny')",Pittsburgh,15227,4004.759380516177,MALE,49.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
319,EMBUSA-2133517,NV,"('NV', 'Clark')",Las Vegas,89123,1797.497534079224,FEMALE,39.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
320,EMBUSA-2136654,NY,"('NY', 'Niagara')",North Tonawanda,14120,19948.32820998573,FEMALE,46.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
321,EMBUSA-2136908,FL,"('FL', 'Orange')",Orlando,32835,17498.523132712806,MALE,68.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
322,EMBUSA-2140128,NJ,"('NJ', 'Passaic')",Verona,07044,8349.517545605308,FEMALE,32.0,University/College,Native American or Alaskan native,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
323,EMBUSA-2140650,NH,"('NH', 'Merrimack')",Hooksett,03106,4202.221603521705,MALE,53.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,2
324,EMBUSA-2142422,WI,"('WI', 'Rock')",South Beloit,61080,3926.6842999999994,FEMALE,49.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
325,EMBUSA-2142671,FL,"('FL', 'Polk')",Polk City,33868,14922.528353285246,FEMALE,39.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
326,EMBUSA-2143313,MD,"('MD', 'Anne Arundel')",Annapolis,21403,5532.341300000001,MALE,35.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
327,EMBUSA-2144247,WI,"('WI', 'Eau Claire')",Eau Claire,54703,14240.115960587118,MALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
328,EMBUSA-2145814,CA,"('CA', 'San Diego')",San Diego,92114,19504.8805483871,MALE,39.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
329,EMBUSA-2146021,IL,"('IL', 'Cook')",Chicago,60618,5994.239854325173,FEMALE,34.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
330,EMBUSA-2146115,AL,"('AL', 'Etowah')",Gadsden,35903,15873.645113907693,MALE,63.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
331,EMBUSA-2146372,VA,"('VA', 'Spotsylvania')",Bealeton,22712,21634.416396031345,FEMALE,24.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
332,EMBUSA-2146549,CA,"('CA', 'San Diego')",San Diego,92126,6867.118700000002,MALE,54.0,Postgraduate Education,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
333,EMBUSA-2146558,TX,"('TX', 'Collin')",Melissa,75454,38240.72495863636,MALE,48.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
334,EMBUSA-2146801,MI,"('MI', 'Oakland')",West Bloomfield Township,48324,6413.390004330707,FEMALE,59.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
335,EMBUSA-2147263,TX,"('TX', 'Fort Bend')",Rosenberg,77471,16277.839000000004,FEMALE,41.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
336,EMBUSA-2148443,CT,"('CT', 'New Haven')",Meriden,06450,19196.020813811923,FEMALE,40.0,High School,White,"No, not of Hispanic origin",Full-time work,"$200,000 USD or more",250000,1
337,EMBUSA-2148608,TX,"('TX', 'Travis')",Austin,78751,9933.22399828326,FEMALE,45.0,High School,Decline to answer,Decline to answer,Full-time work,"$25,000 - $49,999 USD",37500,4
338,EMBUSA-2148643,IN,"('IN', 'Lake')",Merrillville,46410,5146.218309499778,MALE,35.0,University/College,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
339,EMBUSA-2148711,NV,"('NV', 'Clark')",Henderson,89015,22572.955585891574,MALE,51.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
340,EMBUSA-2148829,MA,"('MA', 'Middlesex')",Billerica,01821,8171.119195427092,FEMALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
341,EMBUSA-2149949,OK,"('OK', 'Ottawa')",Grove,74344,26527.39287548611,FEMALE,29.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
342,EMBUSA-2150761,MD,"('MD', 'Baltimore')",Parkville,21234,3673.760260938525,MALE,49.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
343,EMBUSA-2150933,PA,"('PA', 'Beaver')",Pittsburgh,15202,17255.89729065306,MALE,36.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
344,EMBUSA-2152691,NJ,"('NJ', 'Camden')",Sicklerville,08081,23951.136360259698,MALE,35.0,High School,Other race,Decline to answer,Full-time work,"$15,000 - $24,999 USD",20000,5
345,EMBUSA-2153196,MS,"('MS', 'Tate')",Olive Branch,38654,17915.45271148021,MALE,43.0,University/College,White,Decline to answer,Full-time work,"$25,000 - $49,999 USD",37500,4
346,EMBUSA-2153922,TX,"('TX', 'Denton')",Hilton Head Island,29928,7681.384747337463,MALE,28.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,1
347,EMBUSA-2158033,MO,"('MO', 'Jackson')",Independence,64050,8069.251393610468,FEMALE,38.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
348,EMBUSA-2158637,OH,"('OH', 'Summit')",Akron,44305,7682.128735602974,FEMALE,64.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
349,EMBUSA-2159581,TX,"('TX', 'Tyler')",Woodville,75979,1323.0570999999998,FEMALE,31.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,8
350,EMBUSA-2159698,PA,"('PA', 'Montgomery')",Willow Grove,19090,5653.6846,FEMALE,41.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
351,EMBUSA-2160674,HI,"('HI', 'Honolulu')",Honolulu,96816,2892.4424580033183,MALE,38.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,1
352,EMBUSA-2161754,IA,"('IA', 'Butler')",Osage,50461,25585.057918831175,FEMALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
353,EMBUSA-2162163,HI,"('HI', 'Honolulu')",Honolulu,96818,5309.756,MALE,38.0,High School,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
354,EMBUSA-2162520,OH,"('OH', 'Butler')",Franklin,45005,12025.750589850002,MALE,41.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
355,EMBUSA-2162708,NV,"('NV', 'Clark')",Detroit,48223,8892.359064399803,MALE,44.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
356,EMBUSA-2162734,WI,"('WI', 'Winnebago')",Neenah,54956,25777.693000000003,FEMALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
357,EMBUSA-2164768,PA,"('PA', 'Lycoming')",Williamsport,17701,6017.935499999999,MALE,37.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
358,EMBUSA-2164950,DE,"('DE', 'New Castle')",Bear,19701,72275.27890471205,MALE,35.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
359,EMBUSA-2165548,CA,"('CA', 'Orange')",Irvine,92614,4304.202852304933,MALE,31.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
360,EMBUSA-2166240,UT,"('UT', 'Davis')",Layton,84040,26861.163763860346,FEMALE,45.0,Postgraduate Education,Black or African American,"Yes, of Hispanic origin",Full-time work,"$200,000 USD or more",250000,4
361,EMBUSA-2166384,TX,"('TX', 'Tarrant')",Watauga,76148,5874.8381329625,FEMALE,27.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
362,EMBUSA-2166469,NC,"('NC', 'Gaston')",Charlotte,28269,155562.1746729575,FEMALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
363,EMBUSA-2166977,OK,"('OK', 'Canadian')",Piedmont,73078,11104.417235649962,FEMALE,26.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
364,EMBUSA-2167426,NE,"('NE', 'Hall')",Grand Island,68803,2192.2017000000005,MALE,31.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
365,EMBUSA-2170427,KS,"('KS', 'Saline')",Salina,67401,2313.636898680905,MALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
366,EMBUSA-2171404,IL,"('IL', 'Kendall')",Naperville,60540,19160.29766583229,MALE,43.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,9
367,EMBUSA-2172172,MA,"('MA', 'Bristol')",Rehoboth,02769,13225.606903684255,FEMALE,23.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
368,EMBUSA-2172255,VA,"('VA', 'Essex')",Tappahannock,22560,27513.076537759338,FEMALE,36.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
369,EMBUSA-2173121,NY,"('NY', 'Westchester')",White Plains,10603,27250.760133053216,FEMALE,44.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
370,EMBUSA-2173650,MA,"('MA', 'Essex')",Newburyport,01950,17397.640612421386,MALE,26.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
371,EMBUSA-2175737,TX,"('TX', 'Dallas')",Garland,75043,19767.55698727128,FEMALE,31.0,Postgraduate Education,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
372,EMBUSA-2176868,MO,"('MO', 'St. Charles')",Wentzville,63385,28895.281205231386,MALE,47.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
373,EMBUSA-2179428,CA,"('CA', 'Alameda')",Union City,94587,19554.432,MALE,38.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,7
374,EMBUSA-2180760,NE,"('NE', 'Lancaster')",Lincoln,68521,3844.7866,FEMALE,52.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
375,EMBUSA-2181055,MO,"('MO', 'Cass')",Overland Park,66214,30044.458943783793,MALE,40.0,High School,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
376,EMBUSA-2181167,IL,"('IL', 'Kankakee')",Saint Anne,60964,16799.505999999994,MALE,38.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
377,EMBUSA-2181329,FL,"('FL', 'Manatee')",Bradenton,34209,8874.684290361447,FEMALE,25.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
378,EMBUSA-2182266,MN,"('MN', 'Hennepin')",Minneapolis,55437,12623.029424578526,MALE,44.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$150,000 - $199,999 USD",175000,3
379,EMBUSA-2182636,TX,"('TX', 'Dallas')",Dallas,75241,24528.298061173537,MALE,44.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
380,EMBUSA-2183246,IA,"('IA', 'Grundy')",Grundy Center,50638,31049.735828840974,MALE,43.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
381,EMBUSA-2184011,NH,"('NH', 'Rockingham')",Fremont,03044,10224.805397936156,FEMALE,34.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,8
382,EMBUSA-2184014,MO,"('MO', 'Jefferson')",Festus,63028,8775.222867651757,FEMALE,25.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,7
383,EMBUSA-2184124,FL,"('FL', 'Collier')",Lehigh Acres,33974,7796.117809465798,FEMALE,41.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
384,EMBUSA-2184705,NC,"('NC', 'Cumberland')",Fayetteville,28305,3404.7700091631887,MALE,47.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,1
385,EMBUSA-2184785,PA,"('PA', 'Cumberland')",Mechanicsburg,17055,12638.049457280831,MALE,50.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
386,EMBUSA-2186719,MN,"('MN', 'Stearns')",St. Cloud,56304,1975.5983000000003,MALE,29.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
387,EMBUSA-2187657,WI,"('WI', 'Manitowoc')",Manitowoc,54220,16288.349698455948,FEMALE,59.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
388,EMBUSA-2188029,NC,"('NC', 'Mecklenburg')",Charlotte,28213,23707.280999999995,MALE,41.0,High School,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
389,EMBUSA-2188049,OK,"('OK', 'Garvin')",Pauls Valley,73075,20698.484717801075,FEMALE,44.0,University/College,Native American or Alaskan native,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,3
390,EMBUSA-2188261,LA,"('LA', 'Ouachita')",Monroe,71203,7984.017134329349,FEMALE,28.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,6
391,EMBUSA-2188832,TX,"('TX', 'Harris')",Stafford,77477,9780.66888704314,FEMALE,25.0,Postgraduate Education,Mixed racial background,Decline to answer,Full-time work,"$0 - $14,999 USD",7500,2
392,EMBUSA-2191987,MD,"('MD', 'Anne Arundel')",Baltimore,21225,26072.59,MALE,42.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
393,EMBUSA-2192798,FL,"('FL', 'Sarasota')",Venice,34285,7919.56133875,FEMALE,52.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
394,EMBUSA-2194168,OK,"('OK', 'Tulsa')",Owasso,74055,21238.598975528366,MALE,35.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
395,EMBUSA-2195009,GA,"('GA', 'Fayette')",Fayetteville,30214,2065.7957382171894,FEMALE,25.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
396,EMBUSA-2196966,WA,"('WA', 'Spokane')",Spokane Valley,99206,30906.7669130589,MALE,28.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
397,EMBUSA-2197075,MS,"('MS', 'Harrison')",Long Beach,39560,27845.93457930417,FEMALE,45.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
398,EMBUSA-2197847,OH,"('OH', 'Hamilton')",Cincinnati,45238,3151.7674764364438,FEMALE,33.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
399,EMBUSA-2198148,AZ,"('AZ', 'Pima')",Scio,97374,9735.317072123804,FEMALE,30.0,University/College,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
400,EMBUSA-2198645,FL,"('FL', 'Hernando')",Weeki Wachee,34614,12327.962676052384,FEMALE,47.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,5
401,EMBUSA-2198836,IL,"('IL', 'DuPage')",Lombard,60148,40779.58718029196,FEMALE,34.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,6
402,EMBUSA-2199348,CA,"('CA', 'San Diego')",Oceanside,92057,35037.979999999996,MALE,21.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,6
403,EMBUSA-2200201,OK,"('OK', 'Canadian')",Mustang,73064,29337.625,FEMALE,55.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
404,EMBUSA-2200540,OH,"('OH', 'Lucas')",Toledo,43604,5190.818066087477,FEMALE,31.0,Postgraduate Education,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
405,EMBUSA-2200623,AR,"('AR', 'Boone')",Harrison,72601,8140.030006927611,MALE,33.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
406,EMBUSA-2200657,SC,"('SC', 'Greenville')",Simpsonville,29680,7212.104999999998,MALE,39.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
407,EMBUSA-2200862,PA,"('PA', 'Allegheny')",Pittsburgh,15212,4730.806599999999,FEMALE,53.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
